spotify_id,song_name,artist_name,genius_id,genius_title,genius_artist,lyrics,genius_url,extraction_status
7lmeHLHBe4nmXzuXc0HDjk,Testify,Rage Against The Machine,39702.0,Testify,Rage Against the Machine,"Uh

The movie ran through me
The glamour subdue me
The tabloid untied me
I'm empty. please fill me
Mister Anchor, assure me
That Baghdad is burning
Your voice, it is so soothing
That cunning mantra of killing
I need you, my witness
To dress this up so bloodless
To numb me and purge me now
Of thoughts of blaming you
Yes, the car is our wheelchair
My witness, your coughing
Oily silence mocks the legless ones
Who travel now in coffins

While on the corner (Corner)
The jury's sleepless (Sleepless)
We found your weakness (Weakness)
And it's right outside your door

Now testify
Now testify
It's right outside your door, now testify
Yes, testify
It's right outside your door

With precision you feed me
My witness, I'm hungry
Your temple, it calms me, so I can carry on
My slaving, sweating the skin right off my bones
On a bed of fire, I'm choking on the smoke that fills my home
The wrecking ball is rushing
Witness your blushing
The pipeline is gushing
While here we lie in tombs

While on the corner (Corner)
The jury's sleepless (Sleepless)
We found your weakness (Weakness)
And it's right outside your door

Now testify
Yeah, testify
It's right outside your door
Now testify
Now testify
And it's right outside your door

Mass graves for the pump when the price is set
When the price is set
Mass graves for the pump when the price is set
When the price is set
Mass graves for the pump when the price is set
When the price is set
Mass graves for the pump when the price is set
When the price is set


Who controls the past now controls the future
Who controls the present now controls the past
Who controls the past now controls the future
Who controls the present now?

Now testify
Testify
It's right outside your door
Now testify
Testify
It's right outside your door",https://genius.com/Rage-against-the-machine-testify-lyrics,success
1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,Rage Against The Machine,39681.0,Guerrilla Radio,Rage Against the Machine,"Transmission, third World War, third round
A decade of the weapon of sound above ground
No shelter if you're looking for shade
I lick shots at the brutal charade
As the polls close like a casket
On truth devoured, silent play on the shadow of power
A spectacle, monopolized
The camera's eyes on choice disguised
Was it cast for the mass who burn and toil?
Or for the vultures who thirst for blood and oil?
Yes a spectacle, monopolized
They hold the reins, stole your eyes
All the Fistagons, the bullets and bombs
Who stuff the banks, who staff the party ranks
More for Gore or the son of a drug lord
None of the above, fuck it, cut the cord

Lights out, guerrilla radio
Turn that shit up
Lights out, guerrilla radio
Turn that shit up
Lights out, guerrilla radio
Turn that shit up
Lights out, guerrilla radio

Contact, I hijacked the frequencies
Blockin' the beltway, move on DC
Way past the days of bombin' MCs
Sound off, Mumia, guan, be free
Who got 'em? Yo, check the federal file
All you pen devils know the trial was vile
Army of pigs try to silence my style
Off 'em all out the box, it's my radio dial

Lights out, guerrilla radio
Turn that shit up
Lights out, guerrilla radio
Turn that shit up
Lights out, guerrilla radio
Turn that shit up
Lights out, guerrilla radio
Turn that shit up

It has to start somewhere
It has to start sometime
What better place than here?
What better time than now?

All hell can't stop us now
All hell can't stop us now
All hell can't stop us now
All hell can't stop us now
All hell can't stop us now
All hell can't stop us now",https://genius.com/Rage-against-the-machine-guerrilla-radio-lyrics,success
1hR0fIFK2qRG3f3RF70pb7,Calm Like a Bomb,Rage Against The Machine,39684.0,Calm Like a Bomb,Rage Against the Machine,"Feel the funk blast
Feel the funk blast
Feel the funk blast
Feel the funk blast
Feel the funk blast
Yo, yo, yo, yo, yo, yo, check it out, yo, yo, yo

I be walkin' God like a dog, my narrative, fearless
My word war returns to burn like Baldwin home from Paris
Like Steel from a furnace, I was born landless
This is the native son, born of Zapata's guns
Stroll through the shanties and the cities' remains
Same bodies buried hungry but with different last names
The vultures rob everything, leave nothing but chains
Pick a point on the globe, yes, the picture's the same
There's a bank, there's a church, a myth and a hearse
A mall and a loan, a child dead at birth
There's a widow pig parrot, a rebel to tame
A white-hooded judge, a syringe and a vein
And the riot be the rhyme of the unheard

What you say, what you say, what you say, what?
What you say, what you say, what you say, what?
What you say, what you say, what you say, what?
What you say, what you say, what you say, what?

I'm calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
I'm calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)

This ain't subliminal, feel the critical mass approach horizon
Pulse of the condemned, sound off America's demise
The anti-myth rhythm rock shocker, yes, I spit fire
Hope lies in the smoldering rubble of empires
Yes, back through the shanties and the cities' remains
Same bodies buried hungry (Uh-huh), but with different last names (Uh-huh)
Them vultures robbin' everyone, leave nothing but chains
Pick a point here at home, yes, the picture's the same
There's a field full of slaves, some corn and some debt
There's a ditch full of bodies, the check for the rent
There's a tap, the phone, the silence of stone
The numb black screen that be feelin' like home
And the riot be the rhyme of the unheard

What you say, what you say, what you say, what?
What you say, what you say, what you say, what?
What you say, what you say, what you say, what?
What you say, what you say, what you say, what?

Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
I'm calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)


Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
Calm like a bomb
(Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite)
Calm like a bomb

There's a mass without roofs, there's a prison to fill
There's a country's soul that reads post no bills
There's a strike and a line of cops outside of the mill
There's a right to obey and there's a right to kill
There's a mass without roofs, there's a prison to fill
There's a country's soul that reads post no bills
There's a strike and a line of cops outside of the mill
'Cause there's a right to obey and there's the right to kill",https://genius.com/Rage-against-the-machine-calm-like-a-bomb-lyrics,success
2lbASgTSoDO7MTuLAXlTW0,Mic Check,Rage Against The Machine,39682.0,Mic Check,Rage Against the Machine,"Oh, wait a minute now
Huh-huh
Come on
Oh, wait a minute now
Check

To the Young R to the E, the B to the E, the L
Never give up, just live up
Fed upon America, I'll be spittin' it up
Rippin' it up for an even amount in each cup
To my brothers' burning bare feet on black top
Whose curled 'neath the shadows from the gaze of the cops
Whose huntin' for 9 to 5's through factory locks
Is now hunted on this modern day auction block

Mic check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Mic check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Check, check, check, check, the check
Oh, packin'

Flexin' and mashin' with complex text
Fast and in a fashion that snap back necks
Quicker than a fed cash the company checks
I be the ""Fire"" only Marley could catch
Yes, I be the flame in the cellar, beware
Nameless cold millions gaspin' for air
The naked and wageless, scream within cages
What, they make you pull your shit
Just to get your share, what?

Mic check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Mic check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?

We'll walk 'em down with the warrior's sound

With this mic device, I spit nonfiction
Who got the power? This be my question
The mass or the few in this torn nation?
The priest, the book, or the congregation?
The politricks who rob and hold down your zone?
Or those who give the thieves the key to their homes?
The pig who's free to murder one Shucklak
Or survivors who make a move and murder one back?
With this mic device, I spit nonfiction
Who got the power? This be my question
The mass of the few in this torn nation?
The priest, the book, or the congregation?
The politricks who rob and hold down your zone?
Or those who give the thieves the key to their homes?
The pig who's free to murder one Shucklak
Or survivors who make a move and murder one back?

Mic check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?
Mic check, ha ha ha
I be the anti-myth rhythm rock shocker
Mic check, ha ha ha ha
I be the anti-myth rhythm rock shocker, what?",https://genius.com/Rage-against-the-machine-mic-check-lyrics,success
1MQTmpYOZ6fcMQc56Hdo7T,Sleep Now In the Fire,Rage Against The Machine,39689.0,Sleep Now In the Fire,Rage Against the Machine,"Yeah!

The world is my expense
The cost of my desire
Jesus blessed me with its future
And I protect it with fire
So raise your fists and march around
Just don't take what you need
I'll jail and bury those committed
And smother the rest in greed
Crawl with me into tomorrow
Or I'll drag you to your grave
I'm deep inside your children
They'll betray you in my name

Hey, hey
Sleep now in the fire
Hey, hey
Sleep now in the fire

The lie is my expense
The scope of my desire
The party blessed me with its future
And I protect it with fire

I am the Niña, the Pinta, the Santa Maria
The noose and the rapist, the fields' overseer
The agents of orange, the priests of Hiroshima
The cost of my desire
Sleep now in the fire

Hey, hey
Sleep now in the fire
Hey, hey, hey
Sleep now in the fire

For it's the end of history
It's caged and frozen still
There is no other pill to take
So swallow the one that makes you ill

The Niña, the Pinta, the Santa Maria
The noose and the rapist, the fields' overseer
The agents of orange, the priests of Hiroshima
The cost of my desire
Sleep now in the fire
Yeah!


Sleep now in the fire
Sleep now in the fire
Sleep now in the fire
Sleep now in the fire",https://genius.com/Rage-against-the-machine-sleep-now-in-the-fire-lyrics,success
2LXPNLSMAauNJfnC58lSqY,Born of a Broken Man,Rage Against The Machine,39686.0,Born of a Broken Man,Rage Against the Machine,"My fears hunt me down
Capturing my memories
The frontier of loss
They try to escape across the street where
Jesus stripped bare
And raped the spirit He was supposed to nurture
In the name of my
In the name of my

Born of a broken man, but not a broken man
Born of a broken man, never a broken man
Born of a broken man, but not a broken man
Born of a broken man, never a broken man

Like autumn leaves his sense fell from him
An empty glass of himself shattered somewhere within
His thoughts like a hundred moths
Trapped in a lampshade
Somewhere within
Their wings banging and burning
On through endless night
Forever awake he lies shaking and starving
Praying for someone to turn off the light

Born of a broken man, never a broken man
Born of a broken man, but not a broken man
Born of a broken man, never a broken man
Born of a broken man, but not a broken man

My fear is hunting me down
Capturing my memories
The frontier of loss
They try to escape across the street where
Jesus stripped bare
And raped the spirit He was supposed to nurture
In the name of my
In the name of my

Born of a broken man, but not a broken man
Born of a broken man, never a broken man
Born of a broken man, but not a broken man
Born of a broken man, never a broken man",https://genius.com/Rage-against-the-machine-born-of-a-broken-man-lyrics,success
3moeHk8eIajvUEzVocXukf,Born As Ghosts,Rage Against The Machine,39678.0,Born as Ghosts,Rage Against the Machine,"The hills find peace, locked armed guard posts
Safe from the screams of the children born as ghosts
Gates, guns and alarms shape the calm of the dawn
Peering down into the basin where death lives on
When young run foaming at the mouth with hate
When burning batons beat the freezing who shake
Under the toxic sunsets they dine and toast
Of walls deny the terror faced
By the children born as ghosts

Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(We are the children born as ghosts, born as ghosts)

One book and forty ghosts stuffed in a room
Ah, the school as a tomb
Where home is a wasteland, taste the razor wire
And thought is locked in the womb
The tales that tear at the myth of the dream
(Myth of the dream, myth of the dream)
A suffering that shocks the lives off the screen
(Myth of the dream, myth of the dream)

Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(We are the children born as ghosts, born as ghosts)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(A warning, you sufferers, begin to speak our word)
Born as ghosts
(We are the children born as ghosts, born as ghosts)
Born as ghosts",https://genius.com/Rage-against-the-machine-born-as-ghosts-lyrics,success
4llunZfVXv3NvUzXVB3VVL,Maria,Rage Against The Machine,39683.0,Maria,Rage Against the Machine,"The sun ablaze as Maria's foot touches the surface of sand
On northern land, as human contraband
Some rico from Jalisco passed her name to the Boss
She stuffed into a truckbed, she clutches her cross
Here comes the exhaust and it rips through her lungs
She's off fast to the pasture, like cattle she'll cross
Degree 106, sweat and vomit are thrown
And she prays and suffocates upon the memories of home
Of Yanqui guns for blood, debts on the loans
Of smoldering fields, rape, rubble and bones
Of graves hidden, trapped up in visions of war
Of nothing, no one, nobody, no more

These are her mountains and skies and she radiates
Through history's rivers of blood, she regenerates
And like the sun disappears only to reappear
She's eternally here
Her time is near
Never conquered but here

To tear away at the mask

And now she got a quota, the needle and thread crucifixion
Sold and shipped across the new line of Mason Dixon
Rippin' through denim, the point an inch from her vein
The foreman approach, his steps now pound in her brain
His presence, it terrifies and eclipses her days
No minutes to rest, no moments to pray
And with a whisper he whips her, her soul chained to his will
""My job is to kill if you forget to take your pill""
Her arms jerk, the sisters gather 'round her and scream
As if in a dream, eyes on the crimson stream
Numb as her wrists spit shots of blood to the floor
I am nothing, no one, nobody, no more

These are her mountains and skies and she radiates
Through history's rivers of blood, she regenerates
And like the sun disappears only to reappear (Maria)
She's eternally here
Her time is near
Never conquered but here

To tear away at the mask
Away at the mask
To tear away at the mask

No minutes to rest
No moment to pray
No minutes to rest
No moment to pray
No minutes to rest
It eclipses her day
Just a moment to pray

To tear away at the mask
Away at the mask
To tear away at the mask
To tear away at the mask",https://genius.com/Rage-against-the-machine-maria-lyrics,success
21Mq0NzFoVRvOmLTOnJjng,Voice of the Voiceless,Rage Against The Machine,39688.0,Voice of the Voiceless,Rage Against the Machine,"Come on, check it
Through steel walls, your voice blastin' on
True rebel, my brother, Mumia, I reflect upon
You the spark, that set the prairie fires on
Make the masses a mastodon path to trample the fascists on
At fifteen exposed Philly's finest killing machine
Boots and mad guns, they pacify ya young
Cause and effect, smell the smoke in the breeze
My panther, my brother, we are at war until you're free

You'll never silence the voice of the voiceless
You'll never silence the voice of the voiceless

Well, the powerful got nervous 'cause he refused to be they servant
'Cause he spit truth that burned like black churches
Prose and verses, a million poor in hearses
Watch the decision of Dred Scott as it reverses
Long as the rope is tight around Mumia's neck
Let there be no rich white life we bound to respect
Cause and effect, can't ya smell the smoke in the breeze?
My panther, my brother, we are at war until you're free

You'll never silence the voice of the voiceless
You'll never silence the voice of the voiceless
You'll never silence the voice of the voiceless
You'll never silence the voice of the voiceless

And Orwell's hell, a terror era coming through
But this little brother's watching you too
And Orwell's hell, a terror era coming through
But this little brother's watching you too, watching you too",https://genius.com/Rage-against-the-machine-voice-of-the-voiceless-lyrics,success
6s2FgJbnnMwFTpWJZzvb6z,New Millennium Homes,Rage Against The Machine,39685.0,New Millennium Homes,Rage Against the Machine,"Hungry people don't stay hungry for long
They get hope from fire and smoke as the weak grow strong
Hungry people don't stay hungry for long
They get hope from fire and smoke as they reach for the dawn
The spirit of Jackson now screams through the ruins
Through factory chains and the ghost of the Union
The forgotten remains disappear to their new homes
The knife, the thrust, the life burns to the raw bone
The blood on the floor of the tear is still dryin'
Cover the spread sheets, the Dow Jones skyin'
The cell block live stock, the bodies they buyin'
Old south order, new northern horizon!

Violence in all hands, embrace it if need be
(Violence in all hands, embrace it if need be)
Livin' been warfare, I press it to CD
(Livin' been warfare, I press it to CD)
Violence in all hands, embrace it if need be
(Violence in all hands, embrace it if need be)
Livin' been warfare, I press it to CD
(Livin' been warfare, I press it to CD)

A fire in the master's house is set
A fire in the master's house is set
A fire in the master's house is set
A fire in the master's house is set

Hungry people don't stay hungry for long
They get hope from fire and smoke as the weak grow strong
Hungry people don't stay hungry for long
They get hope from fire and smoke as they reach for the dawn
Yo, yo, check the high tech terror of the new order athletes
Peering into the eyes of the child already on trial
These armies rippin' families apart, get 'em on file
Convictions fit the stock profile all the while
Films of dogs, cuttin' through homes
Ripping skin from bones, yes, the new millennium homes
Privatizing through private eyes, an era rising
Of the old south order, new northern horizon

Violence in all hands, embrace it if need be
(Violence in all hands, embrace it if need be)
Livin' been warfare, I press it to CD
(Livin' been warfare, I press it to CD)
Violence in all hands, embrace it if need be
(Violence in all hands, embrace it if need be)
Livin' been warfare, I press it to CD
(Livin' been warfare, I press it to CD)

A fire in the master's house is set
A fire in the master's house is set
A fire in the master's house is set
A fire in the master's house is set",https://genius.com/Rage-against-the-machine-new-millennium-homes-lyrics,success
