id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,cluster
3UkYhZrL4RrjQbxxth6uQ0,Pancake,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],11,1,False,0.5920000000000001,0.55,2,-9.097,0,0.0284,0.8,0.00364,0.114,0.573,133.952,234827,4.0,2002,2002-10-28,6
3tOAosF0Ykfbdl8HwQGqZZ,Cry Myself To Sleep,Greatest Hits,5bssaJTxjs8S0dpc9GzFDj,['The Judds'],['7MSTO40bsb3DOJQT6xLsIc'],9,1,False,0.909,0.223,11,-15.509,0,0.0377,0.183,1.17e-05,0.0711,0.887,115.326,224440,4.0,1988,1988-08-02,6
6DMNfK4CqgDzqWdaKIw7xY,I Ain't Around Much,Pickpocket's Locket,2UctYKqjHKpx7QaFIodzqh,['Frog Eyes'],['65iXZl2W8M8616GC3jfeeH'],9,1,False,0.4679999999999999,0.391,2,-10.09,1,0.0339,0.485,0.0,0.0848,0.284,79.465,253653,4.0,2015,2015-08-28,2
6oZXpdyx50Mmw9f6aRjdfc,If He Tries Anything,Out Of Range,53uQL3mss1tsv4NAIs4gwc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],11,1,False,0.7609999999999999,0.2319999999999999,5,-16.359,1,0.0375,0.511,0.000132,0.115,0.598,115.295,195000,4.0,1994,1994-03-01,2
31Yy1JrQt97tWw0XOdfiLD,Fade to Blue,Rosaryville,747XdfKqkymjuvap8Lm1Hv,['Kate Campbell'],['1NZA6DefBtQo2PgcmBtnTg'],6,1,False,0.654,0.26,8,-12.105,1,0.0294,0.871,0.0,0.11,0.475,139.7,183493,4.0,1999,1999-07-20,2
2fYAvKvcpIriTd7zcDZeoX,Sheriff Fatman,Sessions,4FZtQN0bujuzJih6UZDXgp,['Carter The Unstoppable Sex Machine'],['5RFBPz01PqvSQ1QhEgaxOp'],1,1,False,0.308,0.942,7,-3.826,1,0.109,0.00292,0.445,0.0623,0.363,120.191,286733,4.0,1998,1998-01-01,1
4rP96apbJCohHkJB4aiBAf,In My Eyes,"Perhaps, I Suppose",0mKXj9hXclmhvassTP0LCw,['Rufio'],['0HjoyITAvSVktTCjXUa40Q'],4,1,False,0.342,0.968,7,-4.591,0,0.0939,0.000408,0.00329,0.106,0.377,129.536,179960,4.0,2001,2001,6
6TUBYv0ePSuFrAFfV7anY1,Standing Here,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],13,1,False,0.28,0.594,9,-15.086,1,0.0339,0.56,0.125,0.138,0.527,99.659,307267,4.0,1995,1995-05-15,2
6zLpXc5KrSN53HTviwOfgL,Desperate,New Life Faded,1xNWaXNMS8798hlEBxdVjL,['Death & Desire'],['3jfxxO6JNrzzhov82l1wX2'],4,1,False,0.332,0.6559999999999999,6,-7.544,1,0.0432,0.0002839999999999,0.0204,0.305,0.19,156.226,302336,3.0,2011,2011-02-08,0
43mywkNjFsKXnSmEcb2dKK,Selfishness,"Perhaps, I Suppose",0mKXj9hXclmhvassTP0LCw,['Rufio'],['0HjoyITAvSVktTCjXUa40Q'],12,1,False,0.409,0.935,6,-5.0360000000000005,1,0.0715,0.00021,0.0072099999999999,0.281,0.4479999999999999,116.794,206053,4.0,2001,2001,1
6h1tH1OYUShFJPBdykDPgz,Now The Day Is Over,Holiday Songs And Lullabies,2SJNPdvhhgpZNbqO0KL8Ei,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],3,1,False,0.18,0.104,0,-14.384,1,0.0324,0.95,2.92e-05,0.215,0.317,86.536,107333,3.0,1998,1998-10-08,0
5cu87HHvtFS1GClj4bwcka,Here It Comes,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],4,1,False,0.5489999999999999,0.8340000000000001,2,-13.118,1,0.0338,0.00784,2.81e-05,0.09,0.8029999999999999,142.42,161067,4.0,1995,1995-05-15,1
1Km0EwfnZXSgNEZXphorwg,I Did It for You,Turnaround,7cAUnQdYOGT2q0OPiBgTWO,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],8,1,False,0.536,0.564,11,-5.202999999999999,1,0.0324,0.243,0.0,0.11,0.356,119.78,211253,4.0,2003,2003-11-24,1
6dTwUqQFJRIqz6wh0ZWJfg,Nothing Like You,Whole New You,4qye8JvPSQlrkc3rOTfZmS,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],3,1,False,0.514,0.422,0,-12.352,1,0.0321,0.653,0.00446,0.3429999999999999,0.433,147.99200000000005,192067,4.0,2001,2001-03-20,2
3wYMYpza4mdw4AlEZnmVIc,If You Aint' Rockin You Aint Livin,El Rauncho Grundge,4QJ2Ud0wIsaG4oWGURJbyX,['Too Slim and the Taildraggers'],['7CSwswyyJWwaxmOeCkzZQe'],6,1,False,0.61,0.929,11,-5.4,1,0.0388,0.327,0.0227,0.281,0.962,144.148,217160,4.0,1992,1992,1
1CrYB7VvZCzjnhZBROs6fT,In the Details 3,We Apologise For Any Inconvenience,0duwYYWvmZm8cSQRe5u0RD,['Zorras'],['7pzMfr6cKMht2pNA6mhomU'],8,1,False,0.619,0.12,7,-17.234,1,0.206,0.7709999999999999,0.00157,0.113,0.348,132.516,57240,3.0,2010,2010-03-01,0
3AToIDUVQ8Hw86Fp9UAkME,I Am the Resurrection,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],16,1,False,0.5579999999999999,0.8140000000000001,11,-11.689,0,0.0771,0.00206,0.0018899999999999,0.294,0.972,132.115,222360,4.0,1995,1995-05-15,6
79zaR090dmOWd9wIDaUwog,Infected,Psychosis,4Gc1EWUBmRkqmf7MwC4aUd,['Reflected Illusions'],['0tQMeEhOqVRQBmOXCVmxyo'],5,1,False,0.7709999999999999,0.772,10,-17.652,0,0.111,0.213,0.9,0.104,0.926,141.984,206000,4.0,2007,2007-09-14,4
2mMDi7KZUe5zlUszmMSDwN,TV Mama,Johnny Winter: A Rock N' Roll Collection,6yn5Mylr8HsH9PVro7Fo22,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],3,2,False,0.79,0.58,6,-12.255,1,0.0688,0.628,0.00795,0.364,0.777,105.031,189336,4.0,1973,1973,1
4iGKOFTplr4vOjDAbGUKLU,Ave Maria Grotto,Rosaryville,747XdfKqkymjuvap8Lm1Hv,['Kate Campbell'],['1NZA6DefBtQo2PgcmBtnTg'],10,1,False,0.362,0.306,10,-12.139,1,0.0331,0.7020000000000001,0.000183,0.0969,0.213,112.729,302547,4.0,1999,1999-07-20,2
1MjpQ68nD7GhX2GusCyPD5,Virginia,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],17,1,False,0.457,0.49,6,-10.096,0,0.0273,0.87,0.161,0.136,0.2289999999999999,140.972,235147,3.0,2002,2002-10-28,0
5MYGuJhRLgQo6hGC5oFLCB,Round Of Blues,Fat City,6A9VRoIhp6OkoPp0goFZcs,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],4,1,False,0.6709999999999999,0.542,6,-10.882,1,0.027,0.114,2.43e-05,0.078,0.85,132.898,284307,4.0,1992,1992-10-27,1
2vuDdXqekkDCSdawJyUpT6,Settle for Nothing,Rage Against The Machine,4LaRYkT4oy47wEuQgkLBul,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],4,1,False,0.516,0.5329999999999999,7,-9.563,1,0.0429,0.0253,4.71e-05,0.113,0.29,97.732,287333,4.0,1992,1992-11-03,1
0CeIIooFrEvMeH2bGrkGqc,Rockability,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],6,1,False,0.653,0.926,4,-7.779,0,0.0411,0.2289999999999999,2.7600000000000014e-05,0.359,0.78,111.09,285493,4.0,1988,1988-07-27,6
60LIS11eJbWhb8XL7iOLEE,Insomnia,Psychosis,4Gc1EWUBmRkqmf7MwC4aUd,['Reflected Illusions'],['0tQMeEhOqVRQBmOXCVmxyo'],7,1,False,0.79,0.5670000000000001,11,-16.116,0,0.1169999999999999,0.078,0.877,0.317,0.964,132.995,186000,4.0,2007,2007-09-14,4
3YEk8mVdMI7rxtfimlUd1G,Fistful of Steel,Rage Against The Machine,4LaRYkT4oy47wEuQgkLBul,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],8,1,False,0.52,0.755,4,-9.031,0,0.134,0.0195,0.34,0.0956,0.608,155.513,331107,4.0,1992,1992-11-03,6
7lFz61v5oVUojYwiNJ3UYB,I Wanna Be Adored,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],14,1,False,0.555,0.857,4,-11.78,0,0.0269,0.0195,0.0435,0.0851,0.785,112.668,209093,4.0,1995,1995-05-15,6
3xhNGXfPZOS0invcJzZIIl,sayonara fantasy,Himesama Spirits,05v0ORXyXCAtPNbJkH3iuG,['Mahousyoujoninaritai'],['1RyaEHmNw5yy6GrUsqnvz8'],3,1,False,0.534,0.969,6,-3.51,1,0.0557,0.0951,0.0,0.0519,0.6459999999999999,136.004,257413,4.0,2017,2017-05-17,1
3bM7rvHfGmCxRPOiPE177Y,Sunrise On The Mississippi,Dart To The Heart,2yxoWG32Id6PzkER95aCtY,['Bruce Cockburn'],['4sh4MHP7lhrSUakxwZzwqz'],10,1,False,0.568,0.307,0,-13.334,1,0.0428,0.877,0.898,0.265,0.76,142.66299999999995,181133,4.0,1994,1994-03-01,4
7mlWXXM4qSF3faqxmc2XuM,"Jim, I Wore a Tie Today",Highwayman,6rFM5jHaGzwut3hGbG9pGU,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']","['6e7QpHYqEiyJGiM98IysLa', '5W5bDNCqJ1jbCgTxDD0Cb3', '6kACVPfCOnqzgfEF5ryl0x', '7wCjDgV6nqBsHguQXPAaIM', '0vYQRW5LIDeYQOccTviQNX']",3,1,False,0.6779999999999999,0.223,0,-19.246,1,0.0352,0.74,0.000302,0.157,0.31,74.316,201480,4.0,1985,1985-05-01,2
3WkdA05KkhCaCunFqkkvvX,White Elephant,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],13,1,False,0.532,0.457,6,-9.615,1,0.0267,0.00625,0.045,0.0787,0.159,105.103,262213,4.0,2003,2003-01-01,1
1Q5QhYstWYyYNmlJ67zZvz,ラムのラブソング,Himesama Spirits,05v0ORXyXCAtPNbJkH3iuG,['Mahousyoujoninaritai'],['1RyaEHmNw5yy6GrUsqnvz8'],2,1,False,0.423,0.978,8,-3.1060000000000003,1,0.17,0.00115,0.00106,0.3,0.349,190.001,170053,4.0,2017,2017-05-17,1
7JFuQSjHY65h90ZdRn02Eu,Napoleon,Dilate,4KE4xztIchTBItYOnCT3FU,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],6,1,False,0.517,0.37,0,-10.953,1,0.126,0.1119999999999999,0.0,0.13,0.481,80.689,387814,4.0,1996,1996-05-01,2
3874Ac5TPH544Zdh06na1X,Joyful Girl,Dilate,4KE4xztIchTBItYOnCT3FU,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],11,1,False,0.547,0.22,7,-15.942,0,0.268,0.281,5.1e-06,0.113,0.1969999999999999,104.195,308686,4.0,1996,1996-05-01,2
1lOPtO2DKNMV7DvsGaCVrM,Evening Is A Little Boy / The Night Will Never Stay,Holiday Songs And Lullabies,2SJNPdvhhgpZNbqO0KL8Ei,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],12,1,False,0.518,0.4270000000000001,0,-13.576,1,0.055,0.588,0.0084,0.298,0.139,180.005,188667,3.0,1998,1998-10-08,0
3k3Q8IZ5oOqCUfOP2UPgpW,I'll Drown in My Tears,Johnny Winter: A Rock N' Roll Collection,6yn5Mylr8HsH9PVro7Fo22,['Johnny Winter'],['2ODUxmFxJSyvGiimNhMHbO'],3,1,False,0.424,0.2269999999999999,0,-12.125,1,0.0379,0.8270000000000001,2.1e-05,0.0742,0.39,95.799,285360,3.0,1973,1973,0
5dNDRw6qjDcnbW3luRhElU,Forever for You,Do It for Love,4evw6IBex3N8x1oA2axMTH,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],4,1,False,0.6509999999999999,0.5670000000000001,9,-6.4170000000000025,1,0.024,0.562,5.78e-06,0.186,0.37,97.03,277813,4.0,2018,2018-04-10,1
0HWY0HdJVgX00RhCwZ3gdq,Crystal Blip,Pickpocket's Locket,2UctYKqjHKpx7QaFIodzqh,['Frog Eyes'],['65iXZl2W8M8616GC3jfeeH'],8,1,False,0.421,0.55,2,-10.108,1,0.0412,0.405,1.82e-05,0.264,0.477,121.019,261813,3.0,2015,2015-08-28,0
1UeAfUknKzpNPnwznf5iG6,Home,Turnaround,7cAUnQdYOGT2q0OPiBgTWO,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],11,1,False,0.505,0.639,2,-6.897,1,0.027,0.0552,0.0,0.114,0.408,149.911,245360,4.0,2003,2003-11-24,1
0PuiVcvrQ3k9t2b7wxc9eX,Missed Opportunity,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],4,1,False,0.765,0.815,0,-6.931,1,0.0429,0.523,0.0,0.0821,0.733,106.063,287600,4.0,1988,1988-07-27,1
7of4HyvadkzXaueKgoTkx6,Will He Ever Love Me Back,Nodesha,4Yjnki7SUpEbmPVzWpgede,['Nodesha'],['0m3R4g8wdmgu5YByHlrmQX'],8,1,False,0.764,0.63,4,-7.752000000000002,1,0.0381,0.445,0.0,0.0895,0.5529999999999999,129.934,245547,4.0,2003,2003,1
2zdpQgRnT5YQdsN2FNIDpA,Freakshow,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],4,1,False,0.6890000000000001,0.5329999999999999,9,-10.067,1,0.0514,0.633,0.00025,0.145,0.285,99.851,342467,4.0,1999,1999-11-16,2
3VXoePG7JjYl2ay8fzLhtG,Very Kind,Fridays Child,0eaPZK3nTV2Ei075j2t6Na,['Will Young'],['2U6gqwyl9F33YxawnFrZG7'],7,1,False,0.77,0.288,9,-10.32,0,0.0526,0.1119999999999999,0.0,0.1639999999999999,0.44,79.962,310013,4.0,2003,2003-12-01,6
5I4eHZdEVzhhlPgnVWiwaW,Drop D,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],4,1,False,0.521,0.773,6,-7.5710000000000015,0,0.0427,0.00362,0.000823,0.236,0.727,84.066,214760,4.0,2003,2003-01-01,6
49Smxaz5zRlNlKpzOSvEgZ,Face The Truth,"Perhaps, I Suppose",0mKXj9hXclmhvassTP0LCw,['Rufio'],['0HjoyITAvSVktTCjXUa40Q'],8,1,False,0.22,0.8390000000000001,4,-5.064,0,0.0448,0.00983,0.0028699999999999,0.1369999999999999,0.238,88.363,192547,4.0,2001,2001,6
4Y2ZCBknktoa8twMVN73La,Mersey Paradise,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],12,1,False,0.428,0.856,7,-11.522,1,0.033,0.0621,0.0,0.136,0.9,135.832,164800,4.0,1995,1995-05-15,1
5ezdmutheOfhOIdoEeK5vM,You Had Time,Out Of Range,53uQL3mss1tsv4NAIs4gwc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],10,1,False,0.51,0.07,6,-22.532,1,0.0414,0.978,0.00892,0.0879,0.2239999999999999,85.97399999999998,349000,4.0,1994,1994-03-01,2
2OI05l9q2JPZZqLarswonO,Get It While It's Hot,Nodesha,4Yjnki7SUpEbmPVzWpgede,['Nodesha'],['0m3R4g8wdmgu5YByHlrmQX'],2,1,False,0.863,0.767,8,-6.329,1,0.0622,0.11,0.0016699999999999,0.0949,0.964,107.013,230720,4.0,2003,2003,1
1OMZ1EX76Whjr3mBsNHpH1,Short Time In the Grave,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],11,1,False,0.498,0.695,6,-8.283,0,0.0463,0.000739,0.00972,0.157,0.62,120.938,226613,4.0,2003,2003-01-01,6
3sU99o0HBjnHEwHRqDrV8e,All Through The Night,Holiday Songs And Lullabies,2SJNPdvhhgpZNbqO0KL8Ei,['Shawn Colvin'],['0K7VN4aHxHcEb7PqkfoIVA'],6,1,False,0.2769999999999999,0.0889,4,-18.087,1,0.0439,0.98,0.00149,0.1119999999999999,0.173,114.313,123400,4.0,1998,1998-10-08,2
7suSOEdoY7STBvlvXPFHUY,The World I Know,The Jesus Experience,1XC4UMt4DU5SyArX2xWozu,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],11,1,False,0.583,0.765,8,-5.885,1,0.0284,0.00395,0.037,0.0568,0.275,84.44200000000002,279080,4.0,1997,1997-01-01,1
1obpFSahiSPVf1M0mhnpgd,I Know This Bar,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],13,1,False,0.685,0.1639999999999999,4,-17.855999999999995,1,0.0414,0.447,1.74e-05,0.102,0.312,101.168,331600,4.0,1999,1999-11-16,2
2Ao7J9Y2kmNTAoalukpxze,One Love,The Complete Stone Roses,2X30YPHjEbDLtxwsHnUabT,['The Stone Roses'],['1lYT0A0LV5DUfxr6doRP3d'],21,1,False,0.613,0.7829999999999999,9,-13.461,1,0.0432,0.305,0.0091,0.0732,0.88,118.464,216107,4.0,1995,1995-05-15,1
7IYXfiXsiMdhcboT6Vw7Qu,Breath of Your Life,Do It for Love,4evw6IBex3N8x1oA2axMTH,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],10,1,False,0.705,0.769,1,-7.0829999999999975,1,0.0348,0.281,0.0,0.0997,0.795,96.003,234987,4.0,2018,2018-04-10,1
0NS9gap3TNaTQp1wQEnTYt,Hurricane,Swing Set,16707paUqnfatdD8OwN3Dc,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],6,1,False,0.695,0.455,4,-9.572,0,0.114,0.0845,5.07e-06,0.0636,0.715,138.245,433053,4.0,2000,2000-07-11,6
0kVab3sMSQZ1RZWcECBIsT,Sick And Tired Of Being Sick And Tired,El Rauncho Grundge,4QJ2Ud0wIsaG4oWGURJbyX,['Too Slim and the Taildraggers'],['7CSwswyyJWwaxmOeCkzZQe'],4,1,False,0.345,0.674,8,-6.976,1,0.0372,0.4270000000000001,0.00631,0.0714,0.351,182.041,393640,3.0,1992,1992,0
48jd71gnyIlLdXOYX2qJ6p,Mandy,Turnaround,7cAUnQdYOGT2q0OPiBgTWO,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],1,1,False,0.447,0.636,5,-5.08,1,0.0278,0.254,9.25e-05,0.11,0.376,105.678,199320,4.0,2003,2003-11-24,1
3NEICccMhCmuFncyaPxyjt,Joyful Girl (Peace and Love Extended Mix),More Joy Less Shame,4ysiLjQwyLg4rw3aIv0flv,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],3,1,False,0.745,0.278,8,-13.678,1,0.0815,0.183,0.000575,0.075,0.24,80.002,386000,4.0,1996,1996-11-01,2
2IHBrlBh7aurAatdXG2yTb,Closer to the Light,Dart To The Heart,2yxoWG32Id6PzkER95aCtY,['Bruce Cockburn'],['4sh4MHP7lhrSUakxwZzwqz'],11,1,False,0.536,0.2189999999999999,11,-18.2,0,0.03,0.34,0.0362,0.123,0.306,143.576,250333,3.0,1994,1994-03-01,0
3gGmv4fCgzDU4zbLXMXWmh,Possession Obsession,Big Bam Boom,3RZ6xnejkUMgzmkdlsywFu,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],9,1,False,0.757,0.532,7,-9.62,0,0.0283,0.119,4.36e-06,0.1,0.8959999999999999,114.822,275960,4.0,1984,1984-10-12,6
3kIBEFhsZOeeKGebxRraOb,Someday We'll Know,Do It for Love,4evw6IBex3N8x1oA2axMTH,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],3,1,False,0.565,0.7809999999999999,1,-5.073,0,0.0308,0.0233,9.91e-06,0.0819,0.461,109.977,268013,4.0,2018,2018-04-10,6
1IDAJagxB9AQjjYXaiDK1j,Know Your Enemy,Rage Against The Machine,4LaRYkT4oy47wEuQgkLBul,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],6,1,True,0.574,0.765,4,-7.755,1,0.128,0.0141,0.0037799999999999,0.136,0.613,117.636,294693,4.0,1992,1992-11-03,1
3nCssYiRNgdyN894QW4uT1,More than Words,Westlife,22pfCAdDOgyC2JfSi5OwxT,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],12,1,False,0.67,0.295,6,-9.7,1,0.0271,0.518,0.0,0.151,0.507,94.014,234067,4.0,1999,1999-04-25,2
78ooTgHdUvkvmKqm5bw293,don't make me come to Vegas,Scarlet's Walk,5JnLg2nd43M3NS4NfVrIdQ,['Tori Amos'],['1KsASRNugxU85T0u6zSg32'],8,1,False,0.685,0.4320000000000001,7,-11.278,1,0.0373,0.861,0.21,0.0883,0.611,97.028,291560,4.0,2002,2002-10-28,2
2tw5bhfJBbzvf6eWFoZLXY,You Run,Live Under the Red Moon,49IfAdGx0aRX0N7QSUaNsM,['The Call'],['2bSugToVO8DavocRulW3Yj'],5,1,False,0.247,0.936,7,-5.048,1,0.271,0.315,0.00573,0.958,0.165,169.046,452702,4.0,2000,2000-01-01,5
72w1PTUBeLXtAy0Ldbcf9q,Sealed with a Glasgow Kiss,Sessions,4FZtQN0bujuzJih6UZDXgp,['Carter The Unstoppable Sex Machine'],['5RFBPz01PqvSQ1QhEgaxOp'],3,1,False,0.366,0.996,4,-2.584,1,0.1159999999999999,1.39e-05,0.958,0.3339999999999999,0.0666,142.326,127693,4.0,1998,1998-01-01,4
4NAm3aWUkQlQcAll13HVEt,Check,Waste Of Mind,7bYhJeHWcA2fQcrdLEI5gJ,['zebrahead'],['6SiyKSeJo6gcsS2NvuAbsl'],1,1,False,0.5479999999999999,0.949,0,-6.58,1,0.0782,0.000222,2.13e-05,0.102,0.7829999999999999,134.075,145733,4.0,1998,1998-10-01,1
6uRXQyaRaiPNzN9mc6JGK9,Keep On Pushin' Love,Ooh Yeah!,4EEyCnj2fZu1eInXpLfZZW,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],10,1,False,0.552,0.705,7,-8.838,1,0.0476,0.374,5.98e-05,0.125,0.652,155.929,318867,4.0,1988,1988-07-27,1
44iWy1HwMT9aVxiDDhIQ8x,Open Your Heart,Westlife,22pfCAdDOgyC2JfSi5OwxT,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],13,1,False,0.655,0.777,1,-6.136,1,0.0239,0.291,0.0,0.0711,0.599,103.043,219440,4.0,1999,1999-04-25,1
0QCQ1Isa0YPVyIbs6JwpO1,Do It for Love,Do It for Love,4evw6IBex3N8x1oA2axMTH,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],2,1,False,0.5870000000000001,0.958,4,-5.149,1,0.0586,0.107,0.0,0.0574,0.8320000000000001,87.976,238000,4.0,2018,2018-04-10,1
5Cv3eERYTxg3T5EziJby8X,Best Expect to Do,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],6,1,False,0.337,0.853,1,-7.318,1,0.0602,0.00103,0.154,0.391,0.613,174.796,202893,4.0,2003,2003-01-01,1
28boPljtF4jMqT8rEKBO73,Moments,Westlife,22pfCAdDOgyC2JfSi5OwxT,['Westlife'],['5Z1CCuBsyhEHngq3U5IraY'],8,1,False,0.57,0.371,4,-8.507,1,0.0296,0.499,0.0,0.389,0.565,133.819,256760,4.0,1999,1999-04-25,1
4mOjvafN3FbHFmXH5QaXv5,Last Christmas,Last Christmas,3acMUF1baafzo6Zi61F1rS,['Lucy Dacus'],['07D1Bjaof0NFlU32KXiqUP'],1,1,False,0.484,0.912,1,-9.974,0,0.0657,1.77e-05,0.853,0.478,0.5479999999999999,159.97799999999995,161812,4.0,2019,2019-11-01,4
2LXPNLSMAauNJfnC58lSqY,Born of a Broken Man,The Battle Of Los Angeles,2eia0myWFgoHuttJytCxgX,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],6,1,False,0.298,0.848,2,-5.947,1,0.0727,0.0538,0.0015199999999999,0.201,0.1939999999999999,148.282,280960,4.0,1999,1999-11-02,1
4ct2vSH6pJWu15UZE3gVo1,Wish I May,To The Teeth,2gH0pLuQAJm9eWxIM87lSy,['Ani DiFranco'],['0AiTwNtYX8m4uhfU7rJ8RD'],3,1,False,0.804,0.472,11,-10.066,0,0.0388,0.421,0.000784,0.369,0.5870000000000001,120.376,293027,4.0,1999,1999-11-16,6
4L4Ug6ah2UXH3JDlpeduRf,Out Of My Mind,Fridays Child,0eaPZK3nTV2Ei075j2t6Na,['Will Young'],['2U6gqwyl9F33YxawnFrZG7'],10,1,False,0.79,0.83,7,-7.254,1,0.0623,0.0472,0.0,0.13,0.945,120.955,187640,4.0,2003,2003-12-01,1
11cxKUEgnVAlesUKt4e3br,Bullet In the Head,Rage Against The Machine,4LaRYkT4oy47wEuQgkLBul,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],5,1,True,0.418,0.8059999999999999,4,-6.965,1,0.128,0.0032,0.000788,0.623,0.447,164.202,307067,4.0,1992,1992-11-03,5
2mQd4bqggTRAU4mNRkvWjZ,Rejoinders in a Storm,Pickpocket's Locket,2UctYKqjHKpx7QaFIodzqh,['Frog Eyes'],['65iXZl2W8M8616GC3jfeeH'],6,1,False,0.491,0.542,10,-10.073,1,0.0499,0.268,6.02e-05,0.139,0.402,137.594,245267,4.0,2015,2015-08-28,1
2pLRq4j7inN4kMBYmuGCR2,If,We Apologise For Any Inconvenience,0duwYYWvmZm8cSQRe5u0RD,['Zorras'],['7pzMfr6cKMht2pNA6mhomU'],3,1,False,0.525,0.583,3,-10.601,0,0.154,0.00373,8.1e-05,0.0753,0.444,100.261,199120,4.0,2010,2010-03-01,6
2lbASgTSoDO7MTuLAXlTW0,Mic Check,The Battle Of Los Angeles,2eia0myWFgoHuttJytCxgX,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],4,1,True,0.44,0.967,11,-5.83,0,0.237,0.163,3.64e-06,0.121,0.574,96.752,213640,4.0,1999,1999-11-02,6
5SnArLfEx9qR4SkhsXldmF,To the Sky,This Is It,0FEp5GWCS9mIWneuRWabeM,['Bride'],['3G7qoMSLvu9Pmb0xGtf9fl'],2,1,False,0.275,0.8420000000000001,8,-8.472999999999999,1,0.0461,0.000472,0.0211,0.133,0.563,172.1,252200,4.0,2003,2003-01-01,1
